"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3949","test_user_registration","tests","2026-06-08","passed","2026-06-08","","test_user_registration","",""
